date,stock,score,entry_price,fwd_ret_3d,fwd_ret_5d,fwd_ret_10d,mae_5d,bucket
2025-10-23,BHARTIARTL,55,2007.9,4.1,2.91,-0.33,1.07,50-59
2025-10-23,SBIN,50,895.41,2.05,2.5,4.86,-0.77,50-59
2025-10-23,INFY,55,1473.57,-0.35,-0.77,-1.9,-0.77,50-59
2025-10-23,ITC,60,396.61,0.47,0.67,-2.86,0.2,60-69
2025-10-23,HINDUNILVR,60,2555.32,-4.02,-5.07,-6.48,-5.07,60-69
2025-10-23,LT,50,3880.79,1.38,1.76,-0.92,-0.35,50-59
2025-10-23,BAJFINANCE,50,1087.47,-1.96,-3.82,-2.52,-3.82,50-59
2025-10-23,HCLTECH,55,1484.52,-0.12,1.7,-0.75,-0.12,50-59
2025-10-23,AXISBANK,65,1258.8,-0.99,-1.6,-2.86,-1.6,60-69
2025-10-23,ADANIPORTS,55,1447.0,-2.42,0.33,-0.33,-2.42,50-59
2025-10-23,BAJAJFINSV,55,2174.74,-1.67,-2.85,-3.42,-2.85,50-59
2025-10-23,NESTLEIND,55,1265.96,-0.14,0.56,-0.79,-0.14,50-59
2025-10-23,M&M,60,3585.94,-1.23,-3.35,1.84,-3.35,60-69
2025-10-23,DLF,60,774.3,-0.03,0.29,-1.92,-0.24,60-69
2025-10-23,BEL,60,416.88,-1.22,-2.09,-1.05,-2.73,60-69
2025-10-23,PNB,65,114.88,2.46,1.58,3.52,-1.08,60-69
2025-10-23,HINDALCO,55,792.4,7.14,8.7,-0.25,4.04,50-59
2025-10-23,TVSMOTOR,50,3584.67,-0.98,-2.93,-3.9,-2.93,50-59
2025-10-23,LAURUSLABS,75,932.7,2.7,3.85,5.2,-0.86,70-79
2025-10-23,CIPLA,70,1629.81,-4.68,-6.38,-8.47,-6.38,70-79
2025-10-23,PHOENIXLTD,60,1691.2,0.64,0.73,4.85,-0.62,60-69
2025-10-23,PERSISTENT,65,5815.04,-0.15,2.16,-0.94,-0.17,60-69
2025-10-23,MOTHERSON,55,106.98,-0.31,-0.4,-3.27,-0.99,50-59
2025-10-23,SONACOMS,75,475.12,1.32,1.03,2.73,0.14,70-79
2025-10-23,BHARATFORG,75,1294.69,0.62,1.32,1.31,-1.25,70-79
2025-10-23,APOLLOTYRE,60,510.39,-1.84,-2.13,0.28,-2.75,60-69
2025-10-23,MUTHOOTFIN,50,3155.42,-0.0,0.29,1.51,-1.14,50-59
2025-10-23,FEDERALBNK,60,227.86,3.48,3.05,4.13,-0.2,60-69
2025-10-23,IDFCFIRSTB,70,78.96,0.3,-0.04,3.18,-1.18,70-79
2025-10-23,AUBANK,55,870.7,1.06,0.87,4.36,-1.19,50-59
2025-10-23,BANDHANBNK,60,171.31,2.52,-0.43,-10.27,-0.76,60-69
2025-10-23,INDIANB,55,808.97,3.23,3.47,5.78,-0.74,50-59
2025-10-23,CUMMINSIND,70,4055.46,5.2,7.62,5.35,2.68,70-79
2025-10-23,TORNTPOWER,50,1310.24,-3.85,-0.93,-3.55,-3.85,50-59
2025-10-23,CESC,65,175.28,1.97,2.71,-0.3,1.92,60-69
2025-10-24,ONGC,55,243.14,0.27,0.16,-1.4,-1.73,50-59
2025-10-24,BEL,60,420.26,-3.52,0.96,-1.23,-3.52,60-69
2025-10-24,HINDALCO,65,824.45,3.86,2.84,-4.76,1.99,60-69
2025-10-24,CHOLAFIN,70,1732.3,-1.34,-2.12,1.2,-2.12,70-79
2025-10-24,GAIL,60,175.55,2.0,0.96,0.28,-1.41,60-69
2025-10-24,MRF,50,160183.67,-0.18,-1.67,-1.48,-1.67,50-59
2025-10-24,LAURUSLABS,75,924.72,3.81,3.03,8.15,1.48,70-79
2025-10-24,COCHINSHIP,50,1815.85,-1.09,-1.91,-3.79,-2.29,50-59
2025-10-24,SONACOMS,55,475.77,0.93,-1.24,1.46,-1.24,50-59
2025-10-24,FEDERALBNK,55,227.4,3.3,4.05,4.86,2.92,50-59
2025-10-24,CUMMINSIND,65,4164.26,4.18,3.85,3.97,2.45,60-69
2025-10-24,BLUESTARCO,65,2006.0,-2.04,-3.42,-11.68,-3.42,60-69
2025-10-24,CESC,80,178.65,1.66,0.73,-3.42,0.05,80-89
2025-10-24,JSL,55,801.06,0.21,-6.03,-9.89,-6.03,50-59
2025-10-27,RELIANCE,60,1477.27,0.3,0.04,0.63,0.04,60-69
2025-10-27,BHARTIARTL,55,2080.1,-0.66,-0.29,-1.82,-1.23,50-59
2025-10-27,ASIANPAINT,50,2493.24,0.19,-0.26,5.49,-0.38,50-59
2025-10-27,COALINDIA,60,381.2,-2.27,-2.05,-0.89,-3.71,60-69
2025-10-27,IOC,50,148.71,5.35,8.07,11.11,-0.44,50-59
2025-10-27,TATASTEEL,50,173.09,4.35,3.4,2.48,2.92,50-59
2025-10-27,GRASIM,70,2923.9,0.91,-0.82,-5.07,-1.1,70-79
2025-10-27,SBILIFE,75,1900.46,3.43,3.49,4.95,1.77,70-79
2025-10-27,BANKBARODA,55,265.08,-0.33,6.41,4.46,-0.33,50-59
2025-10-27,BPCL,50,326.79,4.26,7.08,11.35,-0.69,50-59
2025-10-27,HINDALCO,55,840.85,2.44,0.76,-5.6,0.76,50-59
2025-10-27,CHOLAFIN,60,1731.11,-1.19,-0.8,0.54,-2.05,60-69
2025-10-27,LAURUSLABS,75,938.44,3.21,3.84,4.93,1.52,70-79
2025-10-27,PERSISTENT,50,5857.09,1.42,0.9,2.6,-0.87,50-59
2025-10-27,COFORGE,80,1822.2,-1.25,-1.74,-1.61,-2.65,80-89
2025-10-27,MPHASIS,60,2888.7,0.17,-3.62,-3.85,-4.3,60-69
2025-10-27,PAYTM,50,1306.2,0.28,-2.4,2.02,-2.4,50-59
2025-10-27,VOLTAS,50,1432.1,-1.17,-4.94,-9.24,-4.94,50-59
2025-10-27,BHARATFORG,50,1295.98,1.21,3.02,7.74,0.51,50-59
2025-10-27,ASHOKLEY,50,137.52,-0.03,-0.7,3.71,-0.94,50-59
2025-10-27,FEDERALBNK,60,234.04,0.33,1.65,0.79,0.33,60-69
2025-10-27,CUMMINSIND,65,4291.98,1.69,1.58,2.38,-0.6,60-69
2025-10-27,CESC,55,180.12,-0.04,-0.13,-5.01,-0.77,50-59
2025-10-27,JSL,65,810.3,-3.53,-7.51,-8.67,-7.51,60-69
2025-10-28,RELIANCE,60,1480.06,-0.03,-0.93,1.65,-0.93,60-69
2025-10-28,HDFCBANK,50,987.22,-1.62,-1.82,-1.4,-1.82,50-59
2025-10-28,BHARTIARTL,60,2090.2,-1.71,1.11,-0.78,-1.71,60-69
2025-10-28,SBIN,60,913.78,0.73,2.94,2.89,0.44,60-69
2025-10-28,ITC,50,398.47,0.59,-2.15,-2.61,-2.15,50-59
2025-10-28,LT,55,3934.37,1.46,-1.22,-0.46,-1.22,50-59
2025-10-28,BAJFINANCE,60,1066.2,-2.79,-1.47,-5.55,-2.79,60-69
2025-10-28,TITAN,55,3717.0,0.8,2.6,3.61,0.2,50-59
2025-10-28,ASIANPAINT,65,2483.84,0.06,-0.9,10.38,-0.9,60-69
2025-10-28,BAJAJFINSV,55,2138.38,-2.43,-3.13,-4.89,-3.13,50-59
2025-10-28,IOC,55,148.06,7.36,9.53,11.51,5.55,50-59
2025-10-28,JSWSTEEL,70,1177.44,1.84,-0.24,-0.2,-0.24,70-79
2025-10-28,TATASTEEL,80,178.14,0.57,-1.39,-1.76,-1.39,80-89
2025-10-28,GRASIM,75,2932.9,-1.4,-1.74,-5.64,-1.74,70-79
2025-10-28,SBILIFE,60,1934.11,0.98,1.79,3.09,0.98,60-69
2025-10-28,PNB,70,117.71,1.45,1.75,1.09,-0.86,70-79
2025-10-28,BANKBARODA,65,268.27,0.52,4.03,2.91,-1.52,60-69
2025-10-28,HINDALCO,55,848.95,-0.13,-2.07,-6.43,-2.07,50-59
2025-10-28,CHOLAFIN,55,1721.91,-1.53,1.32,-0.26,-1.53,50-59
2025-10-28,JINDALSTEL,70,1073.5,-0.62,0.67,0.6,-0.62,70-79
2025-10-28,LAURUSLABS,50,957.91,-0.54,2.53,3.17,-0.54,50-59
2025-10-28,COFORGE,55,1801.49,-1.53,-2.15,1.21,-2.15,50-59
2025-10-28,POLICYBZR,50,1775.0,0.59,2.71,0.64,-2.91,50-59
2025-10-28,SONACOMS,65,481.38,-2.39,-0.11,2.77,-2.39,60-69
2025-10-28,BHARATFORG,65,1302.65,1.27,1.28,6.2,0.7,60-69
2025-10-28,APOLLOTYRE,65,501.01,-0.59,3.54,5.52,-0.59,60-69
2025-10-28,ASHOKLEY,55,136.82,1.02,0.24,1.73,-0.44,50-59
2025-10-28,LICHSGFIN,60,585.9,-2.55,-2.03,-2.24,-2.64,60-69
2025-10-28,FEDERALBNK,55,235.78,0.35,0.88,1.34,-0.41,50-59
2025-10-28,IDFCFIRSTB,60,79.2,3.24,2.44,3.01,-0.34,60-69
2025-10-28,INDIANB,60,835.11,0.68,2.29,1.71,0.18,60-69
2025-10-28,CUMMINSIND,50,4266.2,1.37,0.73,2.56,0.73,50-59
2025-10-29,SBIN,50,923.11,1.06,2.23,1.52,-0.57,50-59
2025-10-29,NTPC,60,341.99,-3.54,-6.0,-5.11,-6.0,60-69
2025-10-29,ADANIPORTS,50,1448.69,-0.69,-1.24,3.04,-1.24,50-59
2025-10-29,ASIANPAINT,50,2512.94,-1.04,2.53,13.42,-2.05,50-59
2025-10-29,POWERGRID,50,287.24,-2.49,-8.52,-7.1,-8.52,50-59
2025-10-29,IOC,70,156.27,2.85,3.24,5.74,0.26,70-79
2025-10-29,DLF,50,778.7,-0.19,-2.61,-1.79,-2.88,50-59
2025-10-29,JSWSTEEL,75,1201.0,-1.07,-3.24,-1.99,-3.24,70-79
2025-10-29,TATASTEEL,55,181.45,-1.36,-4.28,-4.61,-4.28,50-59
2025-10-29,GRASIM,70,2958.7,-1.99,-8.74,-6.11,-8.74,70-79
2025-10-29,SBILIFE,60,1967.66,-0.04,0.02,0.89,-0.75,60-69
2025-10-29,BPCL,60,331.65,5.52,5.7,9.95,2.5,60-69
2025-10-29,TATAPOWER,70,408.17,-0.51,-4.61,-5.33,-4.61,70-79
2025-10-29,HINDALCO,50,856.25,-1.06,-7.92,-5.17,-7.92,50-59
2025-10-29,RECLTD,60,377.25,-1.65,-5.93,-6.87,-5.93,60-69
2025-10-29,GAIL,70,179.06,-0.51,-3.07,-0.53,-3.07,70-79
2025-10-29,JINDALSTEL,70,1070.6,0.6,-2.34,1.61,-2.34,70-79
2025-10-29,BIOCON,65,373.25,0.92,3.08,11.59,-0.43,60-69
2025-10-29,IRCTC,50,721.42,-0.99,-3.74,-2.84,-3.74,50-59
2025-10-29,NBCC,70,114.86,2.1,-3.28,-5.42,-3.28,70-79
2025-10-29,HUDCO,70,231.68,0.7,-3.46,-4.37,-3.46,70-79
2025-10-29,MPHASIS,55,2874.6,-3.14,-3.5,-1.83,-3.83,50-59
2025-10-29,CUMMINSIND,50,4338.17,0.5,-0.96,0.19,-0.96,50-59
2025-10-29,AARTIIND,50,385.85,0.73,1.21,1.93,-1.53,50-59
2025-10-29,ADANIGREEN,80,1112.6,-0.67,-4.68,-3.22,-4.68,80-89
2025-10-29,CESC,65,181.61,-0.95,-3.31,-5.17,-3.31,60-69
2025-10-29,JSL,50,802.71,-6.63,-9.19,-8.06,-9.19,50-59
2025-10-30,LT,60,3948.93,-1.58,-2.63,0.42,-2.66,60-69
2025-10-30,SUNPHARMA,50,1687.98,-0.79,-0.7,3.15,-1.03,50-59
2025-10-30,IOC,70,156.67,3.51,3.46,4.73,1.46,70-79
2025-10-30,PNB,50,116.7,2.63,1.91,1.77,0.31,50-59
2025-10-30,BANKBARODA,60,264.2,5.63,5.98,5.13,2.07,60-69
2025-10-30,BPCL,75,340.7,4.29,4.81,5.95,-0.22,70-79
2025-10-30,GAIL,55,177.56,-0.8,-1.43,0.17,-2.24,50-59
2025-10-30,DIVISLAB,50,6655.0,2.25,0.02,-2.16,0.02,50-59
2025-10-30,BIOCON,85,376.15,1.04,1.01,9.17,-1.19,80-89
2025-10-30,NBCC,75,118.0,-3.73,-4.21,-3.57,-5.85,70-79
2025-10-30,HUDCO,75,235.67,-2.79,-3.77,-5.11,-5.1,70-79
2025-10-30,POLICYBZR,75,1844.5,-1.16,-3.29,-5.74,-4.72,70-79
2025-10-30,ASHOKLEY,55,137.48,-0.23,0.36,5.32,-0.67,50-59
2025-10-30,CUMMINSIND,50,4364.35,-1.54,-2.11,-2.3,-2.11,50-59
2025-10-30,POLYCAB,70,7807.95,-3.63,-3.86,-2.72,-3.86,70-79
2025-10-30,ADANIGREEN,75,1140.1,-4.71,-7.04,-6.25,-7.04,70-79
2025-10-31,SBIN,50,920.41,2.53,1.51,3.88,1.36,50-59
2025-10-31,ITC,55,400.8,-3.06,-3.52,-3.15,-3.88,50-59
2025-10-31,LT,55,3991.91,-3.7,-2.79,-0.08,-3.7,50-59
2025-10-31,MARUTI,50,16186.0,-4.53,-3.73,-1.9,-5.02,50-59
2025-10-31,IOC,65,158.96,1.49,2.1,4.35,1.1,60-69
2025-10-31,GRASIM,50,2891.7,-6.63,-4.45,-3.51,-6.63,50-59
2025-10-31,BEL,85,424.29,-4.06,-2.17,-0.36,-4.06,80-89
2025-10-31,PNB,80,119.42,-1.98,-0.45,0.09,-1.98,80-89
2025-10-31,BANKBARODA,85,269.68,2.86,3.34,3.43,2.86,80-89
2025-10-31,TATAPOWER,50,402.41,-3.25,-2.24,-3.0,-3.25,50-59
2025-10-31,GAIL,55,177.24,-2.07,-0.68,1.39,-2.07,50-59
2025-10-31,DIVISLAB,60,6738.0,2.16,-0.69,-3.26,-1.21,60-69
2025-10-31,EICHERMOT,50,7007.0,-2.86,-2.01,-2.97,-2.86,50-59
2025-10-31,AUROPHARMA,80,1138.9,0.15,1.4,8.6,-1.33,80-89
2025-10-31,NBCC,65,117.05,-5.08,-3.59,-0.5,-5.08,60-69
2025-10-31,HUDCO,70,232.98,-4.0,-1.35,0.9,-4.0,70-79
2025-10-31,POLICYBZR,55,1785.4,-1.57,0.73,1.7,-1.57,50-59
2025-10-31,BHARATFORG,55,1319.18,-0.38,0.28,4.45,-0.57,50-59
2025-10-31,ASHOKLEY,80,138.22,-0.21,0.53,4.89,-1.2,80-89
2025-10-31,IDFCFIRSTB,70,81.77,-1.71,-0.68,-0.93,-1.71,70-79
2025-10-31,INDIANB,65,840.79,0.83,2.06,3.66,0.83,60-69
2025-10-31,CUMMINSIND,50,4324.44,-0.64,0.12,0.85,-1.2,50-59
2025-10-31,POLYCAB,55,7667.62,-1.46,-1.25,-0.27,-2.1,50-59
2025-10-31,FLUOROCHEM,55,3743.6,-2.59,-4.65,-4.02,-4.65,50-59
2025-10-31,ADANIGREEN,60,1140.0,-6.97,-8.66,-4.51,-8.66,60-69
2025-11-03,SBIN,50,932.88,0.65,0.38,2.4,0.15,50-59
2025-11-03,ONGC,50,245.61,-2.08,-3.15,-1.77,-3.15,50-59
2025-11-03,IOC,60,160.72,0.85,2.81,2.3,0.38,60-69
2025-11-03,DLF,55,777.2,-2.28,-1.54,-3.45,-2.43,50-59
2025-11-03,BEL,60,420.51,-1.91,1.18,-0.33,-3.2,60-69
2025-11-03,PNB,50,120.03,-0.92,-1.21,-0.92,-2.48,50-59
2025-11-03,BANKBARODA,70,282.08,-0.74,-1.84,-0.94,-1.84,70-79
2025-11-03,BPCL,65,349.94,2.04,3.98,3.35,0.18,60-69
2025-11-03,GODREJCP,70,1162.6,-4.4,-2.99,-2.67,-4.4,70-79
2025-11-03,AMBUJACEM,70,574.36,-3.19,-3.4,-3.36,-3.66,70-79
2025-11-03,GAIL,55,178.14,-1.75,-0.73,0.34,-2.56,50-59
2025-11-03,DIVISLAB,50,6804.0,-2.17,-3.89,-4.86,-3.89,50-59
2025-11-03,CGPOWER,50,743.71,-1.62,-1.66,-1.56,-1.7,50-59
2025-11-03,JINDALSTEL,55,1077.0,-0.66,0.3,-0.99,-2.92,50-59
2025-11-03,AUROPHARMA,85,1158.6,-3.0,0.83,6.97,-3.0,80-89
2025-11-03,BIOCON,80,376.7,0.86,2.11,11.79,0.86,80-89
2025-11-03,AJANTPHARM,65,2511.23,-0.6,2.64,-2.12,-0.6,60-69
2025-11-03,GLAND,70,1972.0,-5.53,-6.13,-9.22,-6.13,70-79
2025-11-03,LUPIN,65,1983.8,-0.6,-0.4,3.21,-1.43,60-69
2025-11-03,PHOENIXLTD,90,1746.5,1.53,-0.56,-1.28,-0.56,90-100
2025-11-03,TATACONSUM,75,1187.45,-2.53,-3.45,-3.62,-4.58,70-79
2025-11-03,BHARATFORG,50,1335.12,-1.76,4.58,4.17,-1.76,50-59
2025-11-03,INDIANB,65,861.99,-0.73,-1.41,0.74,-1.65,60-69
2025-11-03,PIIND,55,3679.25,1.98,2.75,-6.16,-0.05,50-59
2025-11-03,AARTIIND,65,388.65,0.81,-0.54,0.3,-0.91,60-69
2025-11-03,ADANIGREEN,65,1105.2,-4.11,-5.52,-2.5,-5.78,60-69
2025-11-03,TORNTPOWER,70,1326.41,-4.73,-0.59,-2.36,-5.32,70-79
2025-11-04,BHARTIARTL,85,2113.3,-4.42,-1.87,2.2,-5.3,80-89
2025-11-04,SBIN,60,940.64,-0.67,-0.05,2.63,-0.67,60-69
2025-11-04,TITAN,80,3813.5,-0.28,0.99,3.14,-1.16,80-89
2025-11-04,M&M,50,3543.98,2.31,4.83,3.95,1.04,50-59
2025-11-04,IOC,55,162.17,0.08,1.8,0.05,-0.52,50-59
2025-11-04,DLF,55,774.6,-1.88,-1.73,-4.0,-2.1,50-59
2025-11-04,BPCL,55,355.32,-0.05,2.77,0.08,-1.34,50-59
2025-11-04,CHOLAFIN,75,1744.6,0.49,-1.55,-3.88,-3.58,70-79
2025-11-04,DIVISLAB,60,6804.5,-1.66,-4.18,-5.15,-4.18,60-69
2025-11-04,JINDALSTEL,80,1080.7,-0.86,-0.07,-0.9,-3.26,80-89
2025-11-04,BIOCON,75,380.05,0.43,6.68,7.78,-0.03,70-79
2025-11-04,ALKEM,80,5618.7,0.27,1.83,1.06,-0.36,80-89
2025-11-04,AJANTPHARM,70,2581.74,-2.05,-0.54,-2.48,-3.31,70-79
2025-11-04,LUPIN,60,1997.0,-0.34,1.85,1.42,-2.08,60-69
2025-11-04,PHOENIXLTD,55,1767.7,-0.38,-2.01,-2.98,-2.01,50-59
2025-11-04,DELHIVERY,80,484.85,-11.81,-11.02,-10.08,-11.81,80-89
2025-11-04,TATACONSUM,65,1169.4,-3.1,-1.47,-1.46,-3.1,60-69
2025-11-04,DABUR,65,514.33,0.22,1.55,0.63,0.22,60-69
2025-11-04,APOLLOTYRE,75,518.74,-0.07,1.91,0.06,-3.17,70-79
2025-11-04,BALKRISIND,65,2356.17,-1.77,0.36,-1.81,-1.77,60-69
2025-11-04,THERMAX,50,3258.39,-4.07,-6.43,-10.69,-6.43,50-59
2025-11-04,CESC,55,182.05,-5.22,-5.61,-5.86,-6.01,50-59
2025-11-06,RELIANCE,60,1489.21,-0.18,0.99,3.54,-1.21,60-69
2025-11-06,BHARTIARTL,70,2094.9,-2.51,-0.15,3.03,-4.47,70-79
2025-11-06,SBIN,70,943.74,-0.78,-0.7,2.16,-1.0,70-79
2025-11-06,SUNPHARMA,50,1670.64,1.79,3.05,5.43,0.33,50-59
2025-11-06,ASIANPAINT,90,2576.49,2.09,10.62,10.04,0.42,90-100
2025-11-06,M&M,65,3580.9,3.61,2.24,2.71,1.25,60-69
2025-11-06,BPCL,60,350.56,3.8,4.02,1.28,1.3,60-69
2025-11-06,CHOLAFIN,50,1682.14,3.47,1.62,1.18,1.22,50-59
2025-11-06,DIVISLAB,55,6883.5,-5.0,-4.21,-6.12,-5.28,50-59
2025-11-06,BRITANNIA,60,6013.5,-1.05,-2.69,-3.23,-2.69,60-69
2025-11-06,BIOCON,80,384.74,-0.03,8.26,2.58,-1.25,80-89
2025-11-06,ALKEM,60,5598.37,0.94,1.45,1.0,0.44,60-69
2025-11-06,PAYTM,85,1320.6,0.91,-0.99,-2.78,-1.09,80-89
2025-11-06,TATACONSUM,65,1180.41,-2.87,-2.99,-1.39,-4.01,60-69
2025-11-06,DABUR,60,520.95,-0.19,0.24,0.79,-1.06,60-69
2025-11-06,BHARATFORG,55,1314.21,6.24,5.24,8.77,-0.2,50-59
2025-11-06,ASHOKLEY,65,137.93,3.41,6.5,4.25,0.04,60-69
2025-11-06,CUMMINSIND,70,4296.56,2.27,1.16,1.38,-0.56,70-79
2025-11-06,PIIND,70,3743.95,0.98,-4.74,-8.24,-4.74,70-79
2025-11-06,AARTIIND,70,390.5,-1.01,0.72,-0.93,-1.01,70-79
2025-11-07,M&M,60,3651.85,1.74,0.23,1.61,-0.71,60-69
2025-11-07,SBILIFE,55,1996.13,-0.11,0.1,1.18,-0.55,50-59
2025-11-07,BPCL,55,357.08,2.26,1.09,-0.71,-0.54,50-59
2025-11-07,DIVISLAB,55,6656.5,-2.05,-2.18,-4.26,-2.18,50-59
2025-11-07,BRITANNIA,80,6157.5,-4.51,-5.75,-5.59,-5.75,80-89
2025-11-07,JINDALSTEL,60,1069.9,0.93,0.59,-2.93,0.14,60-69
2025-11-07,IPCALAB,55,1318.3,1.71,12.24,9.54,-1.24,50-59
2025-11-07,ALKEM,75,5623.17,1.75,0.95,0.56,0.19,70-79
2025-11-07,LUPIN,70,1971.8,3.15,4.23,2.92,0.21,70-79
2025-11-07,PHOENIXLTD,70,1773.3,-2.32,-2.08,-4.25,-3.3,70-79
2025-11-07,PAYTM,80,1346.5,-2.99,-3.51,-5.99,-3.51,80-89
2025-11-07,SONACOMS,50,488.09,1.35,-1.12,2.45,-1.12,50-59
2025-11-07,IDFCFIRSTB,60,81.47,0.14,-1.28,-3.85,-1.8,60-69
2025-11-07,CUMMINSIND,75,4272.37,2.41,-0.2,0.98,-0.2,70-79
2025-11-07,AARTIIND,80,391.8,1.35,0.31,-1.8,-1.34,80-89
2025-11-10,INFY,65,1481.44,1.87,-0.39,2.28,-0.71,60-69
2025-11-10,ASIANPAINT,60,2623.51,8.64,8.96,8.8,0.26,60-69
2025-11-10,HAL,50,4750.33,-0.81,0.11,-7.2,-1.25,50-59
2025-11-10,CHOLAFIN,60,1753.09,-2.5,-3.12,-5.85,-3.12,60-69
2025-11-10,BRITANNIA,65,6133.5,-4.6,-4.94,-5.18,-5.38,60-69
2025-11-10,TORNTPHARM,70,3783.98,0.23,0.05,-2.6,0.05,70-79
2025-11-10,AUROPHARMA,60,1154.8,4.8,7.11,3.39,1.16,60-69
2025-11-10,IPCALAB,75,1344.8,-3.18,8.92,6.2,-3.18,70-79
2025-11-10,ALKEM,75,5634.08,0.81,0.77,-0.96,0.3,70-79
2025-11-10,LUPIN,70,1990.2,3.15,3.11,0.47,-0.72,70-79
2025-11-10,HUDCO,55,229.82,-3.59,2.29,-1.99,-3.59,50-59
2025-11-10,GRSE,75,2669.34,2.73,7.9,1.31,2.73,70-79
2025-11-10,NYKAA,75,260.82,-1.48,3.04,3.96,-1.54,70-79
2025-11-10,CUMMINSIND,55,4329.51,0.39,0.74,-1.15,-1.52,50-59
2025-11-10,AARTIIND,60,392.65,0.17,0.67,-3.02,-1.55,60-69
2025-11-11,INFY,70,1497.89,-1.8,-2.87,0.02,-2.87,70-79
2025-11-11,HCLTECH,50,1529.43,1.57,1.61,1.98,1.53,50-59
2025-11-11,M&M,75,3710.14,-1.35,-1.45,-2.13,-1.45,70-79
2025-11-11,IOC,55,165.23,-0.69,-0.49,-4.82,-0.69,50-59
2025-11-11,HAL,60,4822.53,-2.73,-1.12,-8.66,-2.73,60-69
2025-11-11,JSWSTEEL,50,1184.7,-1.99,-2.39,-6.67,-2.39,50-59
2025-11-11,BEL,75,425.49,-0.11,-1.5,-3.99,-1.76,70-79
2025-11-11,BPCL,50,363.89,-0.8,-0.61,-4.89,-0.8,50-59
2025-11-11,BRITANNIA,50,5950.5,-2.47,-1.86,-1.4,-2.47,50-59
2025-11-11,TORNTPHARM,65,3792.21,0.16,-0.91,-2.11,-0.91,60-69
2025-11-11,AUROPHARMA,70,1168.2,4.65,6.09,3.41,1.32,70-79
2025-11-11,ALKEM,70,5650.94,0.46,0.29,0.08,0.29,70-79
2025-11-11,LUPIN,60,1975.9,4.02,3.62,3.36,2.94,60-69
2025-11-11,HUDCO,55,226.79,-1.39,5.73,0.44,-2.3,50-59
2025-11-11,GRSE,85,2778.19,3.99,2.57,-2.72,-1.3,80-89
2025-11-11,PERSISTENT,70,6009.44,1.16,0.8,5.63,0.8,70-79
2025-11-11,COFORGE,50,1792.82,0.14,-0.71,1.93,-0.71,50-59
2025-11-11,NYKAA,55,262.02,-0.72,2.66,3.22,-1.99,50-59
2025-11-11,BHARATFORG,70,1396.26,-0.39,-0.39,0.54,-1.31,70-79
2025-11-11,ASHOKLEY,80,142.62,1.52,1.5,0.53,-2.4,80-89
2025-11-12,RELIANCE,60,1504.54,0.45,0.49,3.86,-0.04,60-69
2025-11-12,TCS,65,3034.74,-0.95,0.51,0.99,-1.43,60-69
2025-11-12,INFY,75,1518.83,-2.84,-0.68,0.4,-4.21,70-79
2025-11-12,HCLTECH,50,1552.81,0.78,4.3,1.5,0.04,50-59
2025-11-12,SUNPHARMA,60,1716.42,1.84,3.0,4.2,0.31,60-69
2025-11-12,TITAN,50,3851.1,0.45,2.13,1.21,-0.57,50-59
2025-11-12,ADANIPORTS,75,1500.58,0.05,-1.51,-0.05,-1.51,70-79
2025-11-12,ASIANPAINT,65,2741.7,4.26,4.64,3.92,3.96,60-69
2025-11-12,COALINDIA,55,381.46,0.35,-1.93,-2.37,-1.93,50-59
2025-11-12,M&M,55,3715.28,-0.52,-0.85,-1.81,-1.58,50-59
2025-11-12,HAL,55,4709.37,0.98,-0.09,-4.86,-0.39,50-59
2025-11-12,BANKBARODA,55,276.07,1.04,2.91,1.19,-0.61,50-59
2025-11-12,HDFCLIFE,60,780.32,-1.64,-2.81,0.57,-2.81,60-69
2025-11-12,ICICIPRULI,75,630.76,-0.37,-3.0,-1.75,-3.0,70-79
2025-11-12,AUROPHARMA,80,1183.6,4.5,4.41,3.7,2.25,80-89
2025-11-12,BIOCON,70,405.42,3.71,1.03,-1.84,1.03,70-79
2025-11-12,IPCALAB,50,1340.9,9.24,7.94,5.07,-2.9,50-59
2025-11-12,ALKEM,55,5721.38,-0.77,-0.75,0.1,-0.94,50-59
2025-11-12,LUPIN,70,2033.9,0.89,-0.42,1.85,-0.42,70-79
2025-11-12,GRSE,80,2808.8,2.54,0.45,-2.09,-2.37,80-89
2025-11-12,LTTS,50,4134.48,-1.81,6.19,2.27,-2.55,50-59
2025-11-12,DABUR,50,522.3,0.37,-0.91,-0.98,-0.91,50-59
2025-11-12,SONACOMS,50,494.7,-2.36,1.85,1.9,-2.44,50-59
2025-11-12,BHARATFORG,50,1383.42,-0.4,4.1,3.03,-0.4,50-59
2025-11-12,APOLLOTYRE,75,528.67,-3.45,-1.82,-2.05,-3.45,70-79
2025-11-12,ASHOKLEY,65,139.2,4.15,2.75,5.21,2.75,60-69
2025-11-12,CUMMINSIND,50,4375.5,-0.32,-3.05,0.29,-3.25,50-59
2025-11-12,FLUOROCHEM,55,3699.5,-2.87,-5.05,-6.87,-5.05,50-59
2025-11-13,INFY,70,1509.14,-3.59,-0.34,1.6,-3.59,70-79
2025-11-13,ASIANPAINT,70,2850.18,1.08,-0.53,0.15,-0.53,70-79
2025-11-13,INDIGO,65,5905.5,-2.81,-2.03,0.23,-2.81,60-69
2025-11-13,HINDZINC,70,486.31,-3.89,-4.65,-4.17,-4.65,70-79
2025-11-13,JINDALSTEL,60,1087.8,-1.98,-1.69,-4.29,-1.98,60-69
