date,stock,score,entry_price,fwd_ret_3d,fwd_ret_5d,fwd_ret_10d,mae_5d,bucket
2025-07-23,ICICIBANK,75,1477.2,-0.01,-0.42,-3.02,-0.77,70-79
2025-07-23,SBIN,55,806.12,-2.86,-2.32,-1.89,-2.86,50-59
2025-07-23,BAJFINANCE,65,962.38,-9.07,-8.62,-9.47,-9.07,60-69
2025-07-23,M&M,50,3234.83,-1.8,-1.83,-1.26,-2.12,50-59
2025-07-23,SRF,50,3182.95,-4.27,-3.21,-6.9,-4.77,50-59
2025-07-23,JINDALSTEL,65,975.46,0.03,0.56,0.87,0.03,60-69
2025-07-23,NATCOPHARM,50,1028.92,-9.05,-5.97,-11.31,-9.05,50-59
2025-07-23,IPCALAB,55,1457.88,1.57,4.77,-4.84,1.57,50-59
2025-07-23,GLAND,60,2019.19,0.71,1.11,-3.95,-0.98,60-69
2025-07-23,TANLA,70,664.5,-9.5,-5.88,-4.0,-9.5,70-79
2025-07-23,PAYTM,70,1071.15,2.15,-0.28,-1.47,-0.32,70-79
2025-07-23,SONACOMS,50,486.0,-4.8,-5.66,-8.79,-5.66,50-59
2025-07-23,EXIDEIND,50,389.88,-2.46,-0.18,-2.6,-2.85,50-59
2025-07-23,DIXON,70,16548.63,1.14,1.26,-0.26,0.87,70-79
2025-07-23,KEI,75,3965.6,-1.55,-1.74,-4.04,-2.23,70-79
2025-07-23,HAVELLS,50,1560.13,-4.13,-2.84,-5.34,-4.13,50-59
2025-07-24,HDFCBANK,50,988.25,0.62,0.45,-0.69,-0.23,50-59
2025-07-24,BANKBARODA,60,239.13,-1.86,-3.64,-1.95,-3.64,60-69
2025-07-24,HINDALCO,55,690.54,-0.42,-1.8,-1.27,-1.8,50-59
2025-07-24,RECLTD,55,384.14,-1.19,-2.4,-3.81,-3.04,50-59
2025-07-24,CGPOWER,60,678.85,-3.13,-2.74,0.18,-3.15,60-69
2025-07-24,JINDALSTEL,85,998.47,-1.61,-3.54,-0.09,-3.54,80-89
2025-07-24,NATCOPHARM,60,993.28,-4.06,-4.57,-5.41,-5.79,60-69
2025-07-24,IPCALAB,70,1538.66,-3.39,-4.34,-9.56,-4.34,70-79
2025-07-24,AJANTPHARM,55,2765.38,0.96,-1.61,-6.34,-1.61,50-59
2025-07-24,TANLA,60,662.59,-5.0,-7.32,-5.13,-9.24,60-69
2025-07-24,PAYTM,65,1106.25,-3.0,-1.53,-3.7,-3.48,60-69
2025-07-24,MOTHERSON,55,102.73,-0.45,-5.71,-8.67,-5.71,50-59
2025-07-24,SONACOMS,50,487.79,-4.14,-8.4,-8.55,-8.4,50-59
2025-07-24,BALKRISIND,65,2713.68,0.32,-1.72,-10.95,-1.72,60-69
2025-07-24,ASHOKLEY,50,121.88,-1.2,-3.0,-4.0,-3.0,50-59
2025-07-24,INDIANB,80,638.55,-3.32,-4.67,-0.69,-5.76,80-89
2025-07-24,KEI,65,3901.18,0.41,-1.58,-1.62,-1.58,60-69
2025-07-25,ICICIBANK,55,1465.79,0.36,-0.37,-2.79,-0.37,50-59
2025-07-25,HINDALCO,65,688.4,-0.67,-3.03,-2.27,-3.03,60-69
2025-07-25,JINDALSTEL,65,998.17,-1.73,-5.46,-2.6,-5.46,60-69
2025-07-25,TORNTPHARM,60,3572.16,3.52,2.06,-0.85,0.53,60-69
2025-07-25,IPCALAB,70,1506.91,1.36,-3.9,-7.97,-3.9,70-79
2025-07-25,LAURUSLABS,55,836.23,5.22,1.38,-1.9,1.38,50-59
2025-07-25,CIPLA,85,1518.26,1.76,-1.94,-3.05,-1.94,80-89
2025-07-25,PHOENIXLTD,50,1523.45,-1.58,-4.83,-7.12,-4.83,50-59
2025-07-25,INDIANB,50,624.25,-3.6,-2.56,2.09,-3.6,50-59
2025-07-28,SBILIFE,60,1847.93,-0.53,-1.03,0.03,-2.93,60-69
2025-07-28,HINDALCO,55,684.33,-0.91,-0.24,-1.68,-2.45,50-59
2025-07-28,LAURUSLABS,65,887.63,-1.68,-3.15,-6.49,-4.49,60-69
2025-07-28,ALKEM,50,4998.81,-0.32,-2.87,-3.86,-2.94,50-59
2025-07-28,AJANTPHARM,55,2736.41,-0.57,-4.73,-4.26,-4.73,50-59
2025-07-28,DRREDDY,50,1287.4,-1.33,-4.85,-5.27,-5.19,50-59
2025-07-28,CIPLA,70,1557.39,-1.11,-3.62,-4.27,-4.4,70-79
2025-07-28,DABUR,50,519.26,1.34,1.47,-2.29,-0.71,50-59
2025-07-28,BALKRISIND,50,2679.74,-0.48,-4.09,-10.14,-4.21,50-59
2025-07-29,HDFCBANK,70,994.35,-0.46,-2.18,-2.56,-2.18,70-79
2025-07-29,ICICIBANK,60,1474.82,-0.98,-2.81,-3.58,-2.81,60-69
2025-07-29,ASIANPAINT,60,2377.13,1.23,1.47,3.2,-0.22,60-69
2025-07-29,JSWSTEEL,55,1028.99,-0.69,1.79,1.29,-0.69,50-59
2025-07-29,AMBUJACEM,60,607.05,-0.34,-1.2,-3.75,-2.84,60-69
2025-07-29,BOSCHLTD,55,39915.0,1.19,1.7,-3.27,0.36,50-59
2025-07-29,TORNTPHARM,65,3735.02,-2.39,-4.75,-3.77,-4.75,60-69
2025-07-29,BIOCON,50,397.67,-3.78,-6.48,-10.86,-6.48,50-59
2025-07-29,LAURUSLABS,50,908.2,-6.65,-5.75,-8.67,-6.65,50-59
2025-07-29,DRREDDY,60,1299.8,-6.09,-6.54,-6.12,-6.54,60-69
2025-07-29,ABBOTINDIA,70,34710.0,-3.21,-4.19,-6.19,-4.19,70-79
2025-07-29,EXIDEIND,60,389.83,-3.18,-1.77,-3.91,-3.18,60-69
2025-07-29,BALKRISIND,60,2722.24,-5.7,-6.83,-11.72,-6.83,60-69
2025-07-29,AFFLE,70,1985.4,-1.91,-1.34,-0.27,-3.61,70-79
2025-07-29,PIIND,80,4232.14,-1.4,-3.3,-9.46,-3.3,80-89
2025-07-29,JSL,50,675.26,4.16,7.05,5.21,0.48,50-59
2025-07-30,HDFCBANK,50,996.42,-1.67,-2.0,-2.25,-2.38,50-59
2025-07-30,LT,80,3629.65,-0.93,-1.0,0.78,-2.12,80-89
2025-07-30,SUNPHARMA,65,1718.11,-5.32,-7.99,-5.42,-7.99,60-69
2025-07-30,DMART,70,4281.4,-1.97,-0.92,1.24,-1.99,70-79
2025-07-30,ASIANPAINT,60,2391.29,1.41,3.12,3.49,-0.82,60-69
2025-07-30,JSWSTEEL,55,1031.97,1.73,1.42,1.52,-0.97,50-59
2025-07-30,AMBUJACEM,55,614.81,-2.04,-4.52,-5.99,-4.52,50-59
2025-07-30,BOSCHLTD,55,40060.0,2.63,-4.51,-3.49,-4.51,50-59
2025-07-30,BIOCON,55,396.83,-3.75,-9.29,-9.33,-9.29,50-59
2025-07-30,IPCALAB,65,1527.38,-5.64,-9.17,-10.66,-9.17,60-69
2025-07-30,LAURUSLABS,50,879.85,-2.3,-5.13,-2.08,-5.13,50-59
2025-07-30,ABBOTINDIA,75,35195.0,-3.41,-7.36,-6.41,-7.36,70-79
2025-07-30,PAGEIND,70,47636.59,-4.24,-4.17,-9.61,-5.35,70-79
2025-07-30,AFFLE,50,1983.3,-3.5,-1.67,0.01,-3.5,50-59
2025-07-30,PIIND,80,4306.54,-4.31,-5.53,-12.54,-5.53,80-89
2025-07-31,HDFCBANK,60,992.68,-2.01,-1.13,-1.34,-2.01,60-69
2025-07-31,ICICIBANK,60,1470.06,-2.5,-2.77,-2.91,-2.77,60-69
2025-07-31,HINDUNILVR,70,2476.35,0.54,-0.15,-1.61,-0.15,70-79
2025-07-31,LT,55,3601.32,0.44,0.14,1.11,-1.35,50-59
2025-07-31,MARUTI,55,12473.0,0.51,1.27,3.71,-1.37,50-59
2025-07-31,SUNPHARMA,55,1691.25,-4.37,-6.35,-3.83,-6.53,50-59
2025-07-31,DMART,55,4267.4,-0.22,-0.09,2.13,-1.67,50-59
2025-07-31,ASIANPAINT,50,2371.79,1.7,4.61,5.53,1.46,50-59
2025-07-31,M&M,55,3169.81,0.28,0.25,1.94,-1.37,50-59
2025-07-31,JSWSTEEL,75,1042.31,0.49,1.57,-0.27,-1.96,70-79
2025-07-31,SBILIFE,65,1838.14,0.89,1.11,-0.01,-2.42,60-69
2025-07-31,INDIGO,65,5900.53,-2.18,-0.87,1.73,-2.2,60-69
2025-07-31,BRITANNIA,50,5696.35,-1.07,-3.86,-6.91,-5.16,50-59
2025-07-31,ALKEM,50,4982.67,-2.19,-3.16,6.46,-3.18,50-59
2025-07-31,GLAND,60,2045.74,-4.85,-5.18,-3.42,-5.2,60-69
2025-07-31,CIPLA,65,1540.15,-3.53,-4.09,0.6,-4.37,60-69
2025-07-31,ABBOTINDIA,55,34405.0,-3.34,-4.9,-3.31,-5.23,50-59
2025-07-31,DELHIVERY,60,425.25,7.71,9.52,9.14,1.08,60-69
2025-07-31,DABUR,60,526.22,-0.81,-2.23,-5.31,-2.84,60-69
2025-07-31,EMAMILTD,60,588.99,2.22,-3.07,-3.05,-3.07,60-69
2025-07-31,PAGEIND,65,48119.71,-6.3,-6.24,-10.53,-6.3,60-69
2025-07-31,CUMMINSIND,50,3539.41,1.01,3.33,6.44,0.32,50-59
2025-07-31,KAYNES,70,6172.0,2.49,-1.34,-0.9,-2.28,70-79
2025-07-31,AFFLE,50,1958.0,0.04,-0.41,0.34,-2.26,50-59
2025-07-31,DIXON,60,16833.51,0.05,-1.06,-3.86,-1.95,60-69
2025-07-31,PIIND,65,4233.54,-3.33,-5.11,-12.98,-5.11,60-69
2025-07-31,JSL,60,691.45,4.55,4.39,5.16,1.72,60-69
2025-08-01,HINDUNILVR,90,2508.27,-0.71,-2.16,0.56,-2.16,90-100
2025-08-01,ASIANPAINT,70,2406.33,2.48,1.83,6.43,0.24,70-79
2025-08-01,GODREJCP,55,1244.1,-5.05,-6.35,-4.15,-6.35,50-59
2025-08-01,AMBUJACEM,60,604.96,-2.97,-4.6,-2.94,-4.6,60-69
2025-08-01,BOSCHLTD,50,40390.0,-5.29,-5.11,-2.61,-5.29,50-59
2025-08-01,TVSMOTOR,65,2848.24,3.31,3.87,12.65,2.95,60-69
2025-08-01,EICHERMOT,65,5528.0,2.53,2.44,6.95,1.68,60-69
2025-08-01,BRITANNIA,55,5723.0,-5.6,-5.87,-4.96,-5.87,50-59
2025-08-01,TORNTPHARM,60,3645.91,-4.19,-2.85,-0.72,-4.19,60-69
2025-08-01,MARICO,50,711.2,0.49,-1.02,1.29,-1.02,50-59
2025-08-01,DELHIVERY,55,429.85,5.8,8.1,8.22,5.8,50-59
2025-08-01,DABUR,70,531.54,-3.81,-5.07,-2.85,-5.07,70-79
2025-08-01,EMAMILTD,70,607.28,-3.14,-6.98,-3.89,-6.98,70-79
2025-08-01,KAYNES,85,6371.5,-5.34,-8.73,-1.45,-8.73,80-89
2025-08-01,JSL,75,703.36,3.96,-3.21,5.86,-3.21,70-79
2025-08-04,ASIANPAINT,55,2424.94,2.31,1.6,5.29,-0.53,50-59
2025-08-04,JSWSTEEL,70,1049.87,0.84,-0.3,1.66,-0.63,70-79
2025-08-04,GODREJCP,55,1227.31,-2.35,-3.95,-2.05,-5.07,50-59
2025-08-04,BOSCHLTD,50,41115.0,-6.19,-5.85,-3.05,-6.96,50-59
2025-08-04,TVSMOTOR,85,2932.25,2.41,1.32,10.51,0.35,80-89
2025-08-04,EICHERMOT,60,5621.0,1.08,0.9,5.65,0.75,60-69
2025-08-04,JINDALSTEL,60,978.26,1.97,1.1,2.56,-0.62,60-69
2025-08-04,MARICO,65,723.3,-0.66,-2.25,0.64,-2.68,60-69
2025-08-04,DELHIVERY,70,461.6,0.9,1.38,2.19,-1.47,70-79
2025-08-04,DABUR,55,526.87,-2.35,-3.7,-1.43,-4.23,50-59
2025-08-04,MUTHOOTFIN,65,2643.45,-1.17,-2.85,3.05,-2.85,60-69
2025-08-04,KAYNES,55,6297.0,-3.3,-7.08,-0.4,-7.65,50-59
2025-08-04,JSL,80,725.27,-0.47,-6.83,4.1,-6.83,80-89
2025-08-05,ULTRACEMCO,50,12298.0,-1.15,1.23,4.68,-1.15,50-59
2025-08-05,PIDILITIND,60,1498.8,2.79,3.47,2.9,1.47,60-69
2025-08-05,GRASIM,60,2787.06,-3.78,-1.67,2.79,-3.78,60-69
2025-08-05,SBILIFE,75,1854.42,-1.26,-1.02,0.08,-1.26,70-79
2025-08-05,BOSCHLTD,55,40595.0,-5.59,-4.89,-1.63,-5.76,50-59
2025-08-05,TVSMOTOR,75,2972.81,-0.48,-0.65,8.27,-1.02,70-79
2025-08-05,EICHERMOT,75,5681.0,-0.32,-0.4,4.52,-0.4,70-79
2025-08-05,MARICO,55,716.05,-1.69,-1.67,5.0,-1.69,50-59
2025-08-05,TANLA,70,658.14,-7.99,-9.06,-5.88,-9.06,70-79
2025-08-05,DELHIVERY,55,458.05,1.44,1.21,2.85,-0.71,50-59
2025-08-05,PAYTM,55,1053.0,0.89,6.36,18.52,0.23,50-59
2025-08-05,CUMMINSIND,55,3575.24,6.0,4.69,6.32,1.23,50-59
2025-08-05,KAYNES,60,6325.5,-8.06,-8.17,-1.98,-8.17,60-69
2025-08-05,AFFLE,65,1958.8,0.57,1.08,-0.51,-0.45,60-69
2025-08-06,ASIANPAINT,75,2465.92,-0.08,0.36,3.03,-0.63,70-79
2025-08-06,JSWSTEEL,55,1046.59,0.01,0.1,1.82,-0.42,50-59
2025-08-06,PIDILITIND,65,1520.9,1.81,0.66,1.22,0.3,60-69
2025-08-06,TRENT,55,5348.6,1.62,0.78,1.79,-0.99,50-59
2025-08-06,INDIGO,50,5883.56,-0.25,1.46,3.66,-2.1,50-59
2025-08-06,BOSCHLTD,60,38255.0,1.19,1.06,3.19,0.18,60-69
2025-08-06,MARICO,55,714.65,-1.07,-0.62,3.5,-1.5,50-59
2025-08-06,CUMMINSIND,75,3619.24,4.31,4.3,6.89,1.05,70-79
2025-08-06,KAYNES,50,6031.5,-2.99,0.47,1.89,-3.7,50-59
2025-08-06,FLUOROCHEM,80,3631.53,-5.75,-6.57,-6.75,-6.57,80-89
2025-08-06,JSL,80,731.2,-7.59,-1.67,5.49,-7.59,80-89
2025-08-07,MARUTI,50,12632.0,1.65,2.41,13.59,-0.33,50-59
2025-08-07,ASIANPAINT,80,2481.07,-1.13,0.89,-0.08,-1.23,80-89
2025-08-07,JSWSTEEL,65,1058.72,-1.56,-1.81,-0.96,-1.81,60-69
2025-08-07,PIDILITIND,80,1525.4,1.66,1.13,1.19,0.36,80-89
2025-08-07,TRENT,50,5295.67,1.17,1.26,2.16,0.25,50-59
2025-08-07,TVSMOTOR,60,3002.9,-1.65,0.23,9.33,-1.65,60-69
2025-08-07,EICHERMOT,60,5681.5,-0.41,1.45,4.28,-0.41,60-69
2025-08-07,JINDALSTEL,50,997.52,-0.1,-2.41,-0.03,-2.54,50-59
2025-08-07,LUPIN,50,1944.2,-0.02,0.89,1.57,-1.35,50-59
2025-08-07,DELHIVERY,55,465.75,-0.46,-0.35,1.69,-0.46,50-59
2025-08-07,INDIANB,50,634.14,3.67,3.18,3.49,0.49,50-59
2025-08-07,CUMMINSIND,50,3657.37,2.34,3.01,6.59,2.34,50-59
2025-08-07,BLUESTARCO,75,1827.5,-4.48,-2.31,5.06,-4.48,70-79
2025-08-07,JSL,75,721.83,-1.58,0.73,7.59,-6.39,70-79
2025-08-08,TITAN,60,3460.2,0.19,2.73,5.53,0.19,60-69
2025-08-08,ASIANPAINT,60,2450.48,0.99,4.52,0.7,0.11,60-69
2025-08-08,JSWSTEEL,60,1043.21,0.43,2.92,0.82,-0.35,60-69
2025-08-08,PIDILITIND,70,1540.65,-0.63,-0.14,0.83,-0.63,70-79
2025-08-08,INDIANB,60,637.27,3.05,3.91,2.64,2.67,60-69
2025-08-08,CUMMINSIND,75,3789.67,-0.39,-0.62,1.93,-1.23,70-79
2025-08-08,AFFLE,70,1969.9,0.69,-1.78,-1.71,-1.78,70-79
2025-08-08,BLUESTARCO,60,1800.3,-2.47,6.41,5.78,-3.04,60-69
2025-08-11,SBIN,55,808.87,0.38,0.84,-1.89,-0.35,50-59
2025-08-11,LT,60,3632.92,0.23,-1.51,-3.46,-1.51,60-69
2025-08-11,PIDILITIND,55,1548.4,-0.37,-0.05,0.12,-1.13,50-59
2025-08-11,GRASIM,50,2748.9,0.58,2.89,1.72,-0.31,50-59
2025-08-11,TRENT,60,5435.47,-1.34,0.96,-2.73,-1.43,60-69
2025-08-11,PFC,50,403.67,-0.55,-1.22,-6.39,-1.54,50-59
2025-08-11,EICHERMOT,60,5671.5,1.63,4.71,8.45,-0.24,60-69
2025-08-11,DELHIVERY,55,467.95,-0.82,0.8,2.25,-0.93,50-59
2025-08-11,PAYTM,75,1122.0,2.61,9.29,11.68,-0.18,70-79
2025-08-11,POLICYBZR,75,1860.6,-1.42,2.86,-1.37,-1.77,70-79
2025-08-11,INDIANB,75,659.94,-0.85,-0.35,-2.69,-0.85,70-79
2025-08-12,LT,65,3650.44,-1.38,-2.54,-3.42,-2.54,60-69
2025-08-12,MARUTI,80,12840.0,9.56,10.76,14.89,-0.05,80-89
2025-08-12,TITAN,60,3486.8,1.95,3.1,4.33,-0.57,60-69
2025-08-12,ULTRACEMCO,55,12449.0,2.54,3.41,0.58,-1.06,50-59
2025-08-12,M&M,55,3202.86,4.53,4.92,1.82,0.89,50-59
2025-08-12,SIEMENS,50,3135.1,-0.55,0.64,-2.93,-0.55,50-59
2025-08-12,PIDILITIND,55,1550.75,-0.79,-0.54,-1.24,-1.28,50-59
2025-08-12,INDIGO,55,5917.5,3.02,4.02,-3.22,0.88,50-59
2025-08-12,EICHERMOT,60,5658.0,4.49,4.94,8.4,1.0,60-69
2025-08-12,ALKEM,75,5107.82,3.83,4.74,4.41,3.83,70-79
2025-08-12,SJVN,60,96.17,-5.42,-0.43,-1.86,-6.15,60-69
2025-08-12,JSL,65,710.43,4.8,7.28,13.38,1.21,60-69
2025-08-13,LT,50,3657.97,-2.18,-2.2,-2.51,-2.75,50-59
2025-08-13,M&M,65,3248.09,2.19,2.83,-2.52,-0.51,60-69
2025-08-13,HDFCLIFE,50,773.84,2.21,2.43,-0.59,1.56,50-59
2025-08-13,HINDALCO,85,700.5,0.89,0.97,0.49,-0.75,80-89
2025-08-13,TVSMOTOR,80,3008.68,7.71,8.67,8.53,0.04,80-89
2025-08-13,EICHERMOT,70,5714.5,3.92,4.56,6.8,0.87,70-79
2025-08-13,JINDALSTEL,65,994.38,0.89,1.39,-4.89,-2.1,60-69
2025-08-13,ALKEM,75,5345.41,0.06,0.62,-1.58,-0.79,70-79
2025-08-13,CIPLA,50,1546.49,-0.78,2.04,1.82,-0.95,50-59
2025-08-13,NYKAA,70,215.04,5.48,4.61,7.03,0.05,70-79
2025-08-13,PAYTM,60,1155.0,6.16,7.84,4.5,-0.32,60-69
2025-08-13,POLICYBZR,50,1852.0,3.34,3.02,-4.38,-0.96,50-59
2025-08-14,MARUTI,65,12936.0,9.93,10.92,15.08,8.75,60-69
2025-08-14,DMART,65,4358.2,8.71,7.82,8.64,4.58,60-69
2025-08-14,ASIANPAINT,65,2503.04,1.64,-0.96,1.64,-0.96,60-69
2025-08-14,PIDILITIND,60,1542.7,-0.03,0.06,1.3,-0.28,60-69
2025-08-14,INDIGO,65,6002.5,2.55,1.4,-5.54,0.88,60-69
2025-08-14,HDFCLIFE,75,785.95,0.99,0.0,-0.88,0.0,70-79
2025-08-14,TVSMOTOR,75,3009.78,6.94,9.08,11.12,6.6,70-79
2025-08-14,EICHERMOT,65,5764.0,3.01,2.78,8.95,2.57,60-69
2025-08-14,ALKEM,70,5304.74,0.85,1.47,-0.88,-0.03,70-79
2025-08-14,CIPLA,60,1549.46,-1.14,1.84,1.48,-1.14,60-69
2025-08-14,NYKAA,50,215.14,4.67,4.56,8.64,1.87,50-59
2025-08-14,ASHOKLEY,55,119.11,9.13,7.58,4.98,7.42,50-59
2025-08-14,MUTHOOTFIN,90,2734.28,-2.67,-2.79,-1.72,-2.96,90-100
2025-08-14,MANAPPURAM,70,264.64,0.04,0.28,3.38,-0.24,70-79
2025-08-18,SBIN,50,813.0,-0.24,-1.35,-2.87,-1.38,50-59
2025-08-18,HINDUNILVR,75,2522.41,3.11,2.47,4.24,1.43,70-79
2025-08-18,BAJFINANCE,50,899.67,-1.06,-0.49,-1.67,-1.92,50-59
2025-08-18,MARUTI,75,14068.0,1.51,2.73,5.5,1.09,70-79
2025-08-18,TITAN,70,3554.8,1.73,2.72,1.85,0.37,70-79
2025-08-18,DMART,70,4558.0,2.94,3.67,2.68,2.09,70-79
2025-08-18,ULTRACEMCO,80,12765.0,0.82,-1.25,-0.27,-1.38,80-89
2025-08-18,ASIANPAINT,55,2561.15,-0.8,-3.65,-1.83,-3.65,50-59
2025-08-18,BAJAJ-AUTO,80,8469.31,1.12,1.89,5.15,1.06,80-89
2025-08-18,M&M,85,3347.94,-0.24,0.47,-4.39,-0.86,80-89
2025-08-18,JSWSTEEL,70,1073.63,-0.74,-2.04,-3.32,-2.33,70-79
2025-08-18,GRASIM,75,2845.9,1.24,-1.21,-2.32,-1.21,70-79
2025-08-18,SBILIFE,75,1860.41,0.77,-0.87,-2.6,-0.87,70-79
2025-08-18,TRENT,65,5510.86,-1.2,-1.74,-1.94,-1.83,60-69
2025-08-18,INDIGO,80,6096.5,0.04,0.32,-7.07,-0.67,80-89
2025-08-18,HDFCLIFE,80,788.19,0.56,-0.51,-1.04,-0.51,80-89
2025-08-18,HINDALCO,75,714.15,-0.96,0.24,0.95,-1.86,70-79
2025-08-18,TVSMOTOR,70,3208.49,1.9,2.02,4.66,0.31,70-79
2025-08-18,ICICIPRULI,70,634.2,-1.13,-1.06,-4.05,-1.63,70-79
2025-08-18,SHREECEM,50,31251.44,-2.35,-4.23,-4.29,-4.26,50-59
2025-08-18,EICHERMOT,65,5912.0,1.07,1.33,7.39,0.21,60-69
2025-08-18,NYKAA,50,219.17,2.64,4.73,6.09,2.63,50-59
2025-08-18,POLICYBZR,80,1866.6,2.21,1.89,-2.16,1.89,80-89
2025-08-18,DABUR,50,516.37,-0.65,-0.1,4.91,-0.65,50-59
2025-08-18,VOLTAS,55,1344.97,1.0,0.61,6.77,0.3,50-59
2025-08-18,APOLLOTYRE,80,461.24,0.05,0.29,5.03,0.05,80-89
2025-08-18,ASHOKLEY,90,128.68,-0.57,-0.57,-1.04,-0.57,90-100
2025-08-18,MUTHOOTFIN,55,2745.09,-3.34,-2.69,-2.51,-3.34,50-59
2025-08-18,INDIANB,55,662.19,-0.81,-1.22,-1.8,-1.22,50-59
2025-08-18,POLYCAB,70,7053.53,-0.04,-0.22,1.29,-0.22,70-79
2025-08-18,BLUESTARCO,90,1915.7,-0.75,-0.59,1.28,-0.75,90-100
2025-08-18,ADANIPOWER,60,119.75,-0.43,1.15,1.6,-0.74,60-69
2025-08-19,HINDUNILVR,50,2558.46,0.96,3.37,2.3,0.96,50-59
2025-08-19,MARUTI,65,14250.0,0.69,3.26,4.75,-0.2,60-69
2025-08-19,TITAN,50,3568.1,1.48,0.73,3.43,0.73,50-59
2025-08-19,DMART,55,4653.2,0.98,1.36,2.26,0.83,50-59
2025-08-19,ULTRACEMCO,70,12863.0,-2.13,-1.97,-1.01,-2.13,70-79
2025-08-19,BAJAJ-AUTO,70,8673.44,-1.32,-1.18,3.64,-1.32,70-79
2025-08-19,M&M,55,3319.14,1.46,-0.69,-2.03,-0.69,50-59
2025-08-19,HDFCLIFE,55,790.93,-0.63,-2.16,-2.18,-2.16,50-59
2025-08-19,HINDALCO,50,706.7,-0.35,-0.14,5.13,-0.83,50-59
2025-08-19,TVSMOTOR,50,3240.57,1.31,0.63,4.56,-0.68,50-59
2025-08-19,EICHERMOT,60,5938.5,-0.24,3.58,7.29,-0.24,60-69
2025-08-19,ALKEM,55,5348.88,0.63,0.56,-1.85,0.02,50-59
2025-08-19,AJANTPHARM,55,2673.31,-2.4,-4.59,-5.39,-4.59,50-59
2025-08-19,NYKAA,70,226.83,-0.83,2.12,4.8,-0.83,70-79
2025-08-19,POLICYBZR,50,1913.9,-0.14,-4.12,-4.37,-4.12,50-59
2025-08-19,EXIDEIND,55,390.93,0.83,1.02,6.7,0.83,50-59
2025-08-19,APOLLOTYRE,75,463.07,-0.12,-2.09,4.15,-2.09,70-79
2025-08-19,ASHOKLEY,80,130.16,-1.56,-1.43,-2.29,-1.7,80-89
2025-08-19,BANDHANBNK,55,174.01,-0.45,-4.68,-5.33,-4.68,50-59
2025-08-19,KEI,60,3941.93,0.21,-1.82,1.9,-1.82,60-69
2025-08-19,BLUESTARCO,55,1928.8,-0.46,-3.31,1.65,-3.31,50-59
2025-08-19,ADANIPOWER,50,121.2,-1.93,-2.29,0.54,-2.29,50-59
2025-08-19,JSL,50,755.01,2.86,5.2,0.62,0.94,50-59
2025-08-20,HINDUNILVR,60,2622.3,-1.43,-0.58,-0.12,-1.49,60-69
2025-08-20,TITAN,50,3595.0,1.57,1.19,2.67,-0.03,50-59
2025-08-20,DMART,55,4737.9,-0.27,-0.8,1.93,-0.97,50-59
2025-08-20,ULTRACEMCO,65,12874.0,-2.08,-2.74,-1.73,-2.74,60-69
2025-08-20,BAJAJ-AUTO,60,8704.99,-0.87,-1.56,2.76,-1.68,60-69
2025-08-20,M&M,65,3360.31,0.1,-2.95,2.53,-2.95,60-69
2025-08-20,GRASIM,65,2864.9,-1.87,-2.81,-1.92,-2.81,60-69
2025-08-20,INDIGO,50,6155.5,-0.64,-6.96,-7.48,-6.96,50-59
2025-08-20,HDFCLIFE,50,793.72,-1.2,-2.66,-5.31,-2.66,50-59
2025-08-20,HINDALCO,50,700.85,2.14,0.08,5.45,0.08,50-59
2025-08-20,JINDALSTEL,50,1014.24,-1.78,-4.88,1.74,-4.88,50-59
2025-08-20,MARICO,55,751.85,-3.92,-5.35,-1.76,-5.35,50-59
2025-08-20,SJVN,60,95.76,1.84,-1.43,-5.37,-1.43,60-69
2025-08-20,PHOENIXLTD,60,1560.99,1.56,-3.44,-3.99,-3.44,60-69
2025-08-20,MPHASIS,50,2835.5,2.9,-0.13,0.91,-0.13,50-59
2025-08-20,NYKAA,55,225.18,1.94,3.85,6.37,-0.11,50-59
2025-08-20,POLICYBZR,55,1921.8,-1.04,-6.06,-2.99,-6.06,50-59
2025-08-20,COLPAL,50,2304.12,-3.13,-3.98,4.59,-3.98,50-59
2025-08-20,DABUR,85,532.19,-3.07,-3.95,3.31,-3.95,80-89
2025-08-20,EMAMILTD,65,614.39,-6.56,-9.43,-1.76,-9.43,60-69
2025-08-20,EXIDEIND,60,394.41,1.0,-0.58,2.36,-0.58,60-69
2025-08-20,APOLLOTYRE,65,464.07,-0.32,-2.09,3.89,-2.3,60-69
2025-08-20,ASHOKLEY,60,129.99,-1.57,-2.46,-3.82,-2.46,60-69
2025-08-20,KEI,55,3981.69,-1.1,-3.08,3.5,-3.08,50-59
2025-08-20,BLUESTARCO,60,1927.4,-1.19,-2.45,0.86,-3.24,60-69
2025-08-21,HINDUNILVR,60,2600.89,1.68,0.45,-0.55,-0.68,60-69
2025-08-21,MARUTI,55,14280.0,3.04,3.58,4.31,0.48,50-59
2025-08-21,TITAN,50,3616.3,-0.62,0.35,1.35,-0.62,50-59
2025-08-21,BAJAJ-AUTO,60,8563.98,0.08,-0.61,4.61,-0.61,60-69
2025-08-21,SIEMENS,60,3197.2,-4.67,-4.18,-3.38,-4.82,60-69
2025-08-21,GRASIM,75,2881.2,-2.95,-3.67,-2.68,-3.67,70-79
2025-08-21,SBILIFE,55,1874.69,-3.23,-3.82,-3.84,-3.82,50-59
2025-08-21,HDFCLIFE,55,792.62,-2.37,-2.94,-4.51,-2.94,50-59
